GEO_LON,GEO_LAT,MONTH,WEEKDAY,TIME,ROAD_CONDITION,LIGHT_CONDITION,HUMAN_FACTOR,TU1_DRIVER_ACTION,ROAD_DESCRIPTION,BICYCLE_IND,PEDESTRIAN_IND,INJURY_YN
-105.02721512,39.754756465599996,4,5,10,DRY,DAY LIGHT,OTHER,UNKOWN_DRIVER_ACTION,NON INTERSECTION,0.0,1.0,1
-104.89875073700001,39.7401529391,1,6,16,DRY,DARK-LIGHTED,OTHER,UNKOWN_DRIVER_ACTION,NON INTERSECTION,0.0,1.0,1
-104.959752585,39.7619908789,2,2,8,DRY,DAY LIGHT,OTHER,FAILED TO YIELD ROW,AT INTERSECTION,0.0,0.0,1
-104.959325577,39.7800004425,7,1,8,DRY,DAY LIGHT,AGGRESSIVE DRIVING,CARELESS DRIVING,HIGHWAY INTERCHANGE,0.0,0.0,1
-104.967168304,39.7798824626,1,1,13,DRY,DAY LIGHT,AGGRESSIVE DRIVING,CARELESS DRIVING,NON INTERSECTION,0.0,0.0,1
-105.025061441,39.6967456147,2,1,17,DRY,DAWN OR DUSK,DRIVER INEXPERIENCE,FAILED TO YIELD ROW,AT INTERSECTION,0.0,0.0,1
-104.912874181,39.6676298442,2,1,13,DRY,DAY LIGHT,ILLNESS/MEDICAL,FAILED TO YIELD ROW,AT INTERSECTION,0.0,0.0,1
-105.022721407,39.781117274,7,4,19,DRY,DAY LIGHT,DUI/DWAI/DUID,RECKLESS DRIVING,NON INTERSECTION,0.0,1.0,1
-104.982777822,39.693006572899996,7,1,6,DRY,DAY LIGHT,OTHER,FAILED TO STOP AT SIGNAL,AT INTERSECTION,0.0,0.0,1
-105.025244455,39.7631983878,1,5,1,DRY,DARK-LIGHTED,OTHER,UNKOWN_DRIVER_ACTION,NON INTERSECTION,0.0,1.0,1
-104.986131229,39.7368471267,4,4,14,DRY,DAY LIGHT,OTHER,IMPEDED TRAFFIC,AT INTERSECTION,0.0,1.0,1
-104.98741540799999,39.7338548907,9,6,1,DRY,DARK-LIGHTED,AGGRESSIVE DRIVING,CARELESS DRIVING,AT INTERSECTION,0.0,0.0,1
-104.998901983,39.7112036253,7,5,22,DRY,DARK-LIGHTED,DUI/DWAI/DUID,RECKLESS DRIVING,NON INTERSECTION,0.0,0.0,1
-104.90346953299999,39.729283651399996,7,0,9,DRY,DAY LIGHT,DISTRACTED,FAILED TO YIELD ROW,AT INTERSECTION,1.0,0.0,1
-104.987476357,39.701183461199996,9,1,22,DRY,DARK-LIGHTED,OTHER,UNKOWN_DRIVER_ACTION,NON INTERSECTION,0.0,1.0,1
-104.967168304,39.7798824626,3,5,23,DRY,DARK-LIGHTED,DUI/DWAI/DUID,LANE VIOLATION,HIGHWAY INTERCHANGE,0.0,0.0,1
-105.053123855,39.739418402800005,12,2,7,DRY,DAY LIGHT,DISTRACTED,CARELESS DRIVING,NON INTERSECTION,0.0,0.0,1
-104.692986301,39.8299690751,6,1,22,DRY,DARK-LIGHTED,OTHER,FAILED TO YIELD ROW,AT INTERSECTION,0.0,0.0,1
-104.98547897799999,39.7530523079,7,3,17,DRY,DAY LIGHT,AGGRESSIVE DRIVING,FAILED TO STOP AT SIGNAL,AT INTERSECTION,1.0,0.0,1
-105.053238929,39.7548471432,5,6,6,DRY,DAY LIGHT,ASLEEP AT THE WHEEL,CARELESS DRIVING,NON INTERSECTION,0.0,1.0,1
-104.989560325,39.7840610701,7,1,17,DRY,DAY LIGHT,OTHER,CARELESS DRIVING,HIGHWAY INTERCHANGE,0.0,0.0,1
-104.973335406,39.7475355276,1,6,20,DRY,DARK-LIGHTED,OTHER,DISREGARD STOP SIGN,AT INTERSECTION,0.0,1.0,1
-105.013229294,39.725676534499996,2,5,2,DRY,DARK-LIGHTED,DUI/DWAI/DUID,RECKLESS DRIVING,NON INTERSECTION,0.0,0.0,1
-104.990097441,39.7454460819,5,5,13,DRY,DAY LIGHT,ILLNESS/MEDICAL,OTHER,AT INTERSECTION,0.0,0.0,1
-104.865744886,39.7758329236,6,3,14,DRY,DAY LIGHT,AGGRESSIVE DRIVING,CARELESS DRIVING,HIGHWAY INTERCHANGE,0.0,0.0,1
-104.981129975,39.7241117962,6,3,7,DRY,DAY LIGHT,OTHER,CARELESS DRIVING,AT INTERSECTION,1.0,0.0,1
-104.99550528700001,39.7045811731,6,3,12,DRY,DAY LIGHT,ASLEEP AT THE WHEEL,CARELESS DRIVING,HIGHWAY INTERCHANGE,0.0,0.0,1
-104.930703354,39.7399000715,1,2,16,DRY,DAY LIGHT,OTHER,CARELESS DRIVING,NON INTERSECTION,0.0,0.0,1
-104.989935786,39.729045139499995,4,5,15,DRY,DAY LIGHT,OTHER,CARELESS DRIVING,AT INTERSECTION,0.0,0.0,1
-104.91049868700001,39.729277901399996,4,4,17,DRY,DAY LIGHT,AGGRESSIVE DRIVING,FAILED TO YIELD ROW,AT INTERSECTION,0.0,0.0,1
-104.94030958299999,39.7276747433,3,5,3,DRY,DARK-LIGHTED,OTHER,CARELESS DRIVING,NON INTERSECTION,0.0,0.0,1
-105.000531791,39.676490610500004,3,0,12,DRY,DAY LIGHT,OTHER,FAILED TO YIELD ROW,DRIVEWAY ACCESS RELATED,0.0,0.0,1
-104.91835936700001,39.7383297994,8,1,15,WET,DAY LIGHT,OTHER,TURNED FROM WRONG LANE OR POSITION,AT INTERSECTION,0.0,0.0,1
-105.02516448,39.732989300700005,8,2,19,DRY,DAWN OR DUSK,DRIVER INEXPERIENCE,CARELESS DRIVING,AT INTERSECTION,0.0,2.0,1
-105.025190974,39.784226609099996,8,6,16,DRY,DAY LIGHT,EVADING LAW ENFORCEMENT OFFICER,RECKLESS DRIVING,HIGHWAY INTERCHANGE,0.0,0.0,1
-105.052847178,39.680747829299996,1,4,18,DRY,DARK-LIGHTED,AGGRESSIVE DRIVING,CARELESS DRIVING,NON INTERSECTION,0.0,0.0,1
-105.00091933799999,39.7519053933,1,3,8,DRY,DAY LIGHT,OTHER,UNKOWN_DRIVER_ACTION,INTERSECTION RELATED,0.0,1.0,1
-104.989193447,39.780207929899994,7,3,11,DRY,DAY LIGHT,ASLEEP AT THE WHEEL,CARELESS DRIVING,HIGHWAY INTERCHANGE,0.0,0.0,1
-104.833074308,39.7948142407,3,4,2,DRY,DARK-LIGHTED,DUI/DWAI/DUID,CARELESS DRIVING,NON INTERSECTION,0.0,0.0,1
-104.95861417399999,39.7334486222,2,5,12,DRY,DAY LIGHT,DRIVER INEXPERIENCE,EXCEED SAFE/POSTED SPEED,AT INTERSECTION,0.0,0.0,1
-105.039388928,39.6384643484,12,4,23,ICY,DARK-LIGHTED,OTHER,CARELESS DRIVING,NON INTERSECTION,0.0,0.0,1
-104.90102700700001,39.6589084673,6,1,9,DRY,DAY LIGHT,DRIVER INEXPERIENCE,FAILED TO YIELD ROW,INTERSECTION RELATED,1.0,0.0,1
-104.94066536,39.7401290341,1,0,7,DRY,DAY LIGHT,DISTRACTED,CARELESS DRIVING,AT INTERSECTION,0.0,1.0,1
-104.982724553,39.697341187199996,3,5,10,SNOWY,DAY LIGHT,OTHER,EXCEED SAFE/POSTED SPEED,HIGHWAY INTERCHANGE,0.0,0.0,1
-104.92370918200001,39.6675763946,7,2,20,DRY,DAWN OR DUSK,OTHER,CARELESS DRIVING,AT INTERSECTION,0.0,0.0,1
-104.98168172,39.7350843629,8,6,13,DRY,DAY LIGHT,DRIVER INEXPERIENCE,FAILED TO YIELD ROW,ALLEY RELATED,0.0,0.0,1
-104.98110474299999,39.678498410900005,4,0,17,DRY,DAY LIGHT,OTHER,CARELESS DRIVING,NON INTERSECTION,0.0,0.0,1
-104.97695267200001,39.754626189899994,1,6,14,DRY,DAY LIGHT,OTHER,FAILED TO YIELD ROW,AT INTERSECTION,0.0,0.0,1
-104.99644225899999,39.707242638800004,8,6,13,DRY,DAY LIGHT,DUI/DWAI/DUID,CARELESS DRIVING,NON INTERSECTION,0.0,0.0,1
-104.903173265,39.789175559,8,3,12,DRY,DAY LIGHT,AGGRESSIVE DRIVING,EXCEED SAFE/POSTED SPEED,AT INTERSECTION,0.0,0.0,1
-104.78657266299999,39.796455153800004,6,2,14,DRY,DAY LIGHT,AGGRESSIVE DRIVING,CARELESS DRIVING,NON INTERSECTION,0.0,0.0,1
-105.05749261,39.677092171999995,7,1,1,DRY,DARK-UNLIGHTED,OTHER,OTHER,PARKING LOT,0.0,1.0,1
-105.013966071,39.7404354071,11,5,22,DRY,DARK-LIGHTED,OTHER,EXCEED SAFE/POSTED SPEED,NON INTERSECTION,0.0,0.0,1
-104.940238312,39.687150909,3,2,14,DRY,DAY LIGHT,ILLNESS/MEDICAL,OTHER,PARKING LOT,0.0,0.0,1
-104.90345419,39.767459359899995,1,6,18,DRY,DAY LIGHT,DISTRACTED,CARELESS DRIVING,AT INTERSECTION,0.0,0.0,1
-104.847030154,39.776664003600004,3,2,16,DRY,DAY LIGHT,OTHER,FAILED TO YIELD ROW,DRIVEWAY ACCESS RELATED,0.0,0.0,1
-104.882974546,39.7771378829,7,5,6,WET,DAY LIGHT,DRIVER FATIGUE,CARELESS DRIVING,NON INTERSECTION,0.0,0.0,1
-104.809725341,39.7947895073,8,5,12,DRY,DAY LIGHT,OTHER,FOLLOWED TOO CLOSELY,NON INTERSECTION,0.0,0.0,1
-105.049491546,39.676575862600004,11,0,0,DRY,DARK-UNLIGHTED,DUI/DWAI/DUID,CARELESS DRIVING,NON INTERSECTION,0.0,0.0,1
-104.990995223,39.7618830528,4,4,22,DRY,DARK-UNLIGHTED,AGGRESSIVE DRIVING,CARELESS DRIVING,INTERSECTION RELATED,0.0,0.0,1
-104.98358661600001,39.7400452068,2,2,17,DRY,DAY LIGHT,AGGRESSIVE DRIVING,CARELESS DRIVING,AT INTERSECTION,0.0,0.0,1
-105.00035954399999,39.7496079854,4,4,20,DRY,DARK-UNLIGHTED,OTHER,CARELESS DRIVING,AT INTERSECTION,0.0,1.0,1
-105.02513632700001,39.7255934243,7,5,11,UNKOWN_ROAD,DAY LIGHT,OTHER,UNKOWN_DRIVER_ACTION,HIGHWAY INTERCHANGE,0.0,0.0,1
-104.967091606,39.780142912399995,2,1,8,DRY,DAY LIGHT,ASLEEP AT THE WHEEL,CARELESS DRIVING,NON INTERSECTION,0.0,0.0,1
-104.903450221,39.7474408658,2,1,23,DRY,DARK-LIGHTED,AGGRESSIVE DRIVING,UNKOWN_DRIVER_ACTION,NON INTERSECTION,0.0,0.0,1
-104.98233354700001,39.7416758804,4,4,7,DRY,DAY LIGHT,DRIVER UNFAMILIAR WITH AREA,FAILED TO YIELD ROW,AT INTERSECTION,1.0,0.0,1
-104.797967004,39.7837856491,7,5,20,DRY,DAY LIGHT,DUI/DWAI/DUID,FAILED TO YIELD ROW,AT INTERSECTION,0.0,0.0,1
-104.885220526,39.6313922831,12,5,19,DRY,DARK-LIGHTED,DRIVER INEXPERIENCE,FAILED TO YIELD ROW,AT INTERSECTION,0.0,0.0,1
-105.02519347200001,39.7843830964,6,6,11,DRY,DAY LIGHT,OTHER,FAILED TO YIELD ROW,AT INTERSECTION,0.0,0.0,1
-104.987900411,39.7511906047,9,2,11,DRY,DAY LIGHT,OTHER,DISREGARD STOP SIGN,AT INTERSECTION,1.0,0.0,1
-104.995869626,39.7399474808,4,0,13,DRY,DAY LIGHT,DRIVER FATIGUE,EXCEED SAFE/POSTED SPEED,NON INTERSECTION,0.0,0.0,1
-105.053246444,39.783812061599996,8,4,7,DRY,DAY LIGHT,OTHER,OTHER,AT INTERSECTION,0.0,0.0,1
-104.97415284200001,39.7400171543,8,5,23,DRY,DARK-LIGHTED,OTHER,UNKOWN_DRIVER_ACTION,AT INTERSECTION,0.0,1.0,1
-105.00476620299999,39.7611594018,4,4,19,DRY,DARK-LIGHTED,DUI/DWAI/DUID,FOLLOWED TOO CLOSELY,NON INTERSECTION,0.0,0.0,1
-104.946203232,39.7435785823,9,5,14,DRY,DAY LIGHT,OTHER,DISREGARD STOP SIGN,AT INTERSECTION,1.0,0.0,1
-104.817228594,39.7910008835,6,4,2,DRY,DARK-LIGHTED,OTHER,RECKLESS DRIVING,NON INTERSECTION,0.0,0.0,1
-104.902746832,39.7619652574,9,6,10,DRY,DAY LIGHT,OTHER,FAILED TO STOP AT SIGNAL,AT INTERSECTION,0.0,0.0,1
-105.02481061,39.7574069247,12,6,1,ICY,DARK-LIGHTED,DUI/DWAI/DUID,CARELESS DRIVING,NON INTERSECTION,0.0,0.0,1
-104.98229990899999,39.735152971,3,3,11,DRY,DAY LIGHT,OTHER,FAILED TO STOP AT SIGNAL,AT INTERSECTION,1.0,0.0,1
-104.98745361,39.7013782788,8,6,0,DRY,DARK-LIGHTED,DUI/DWAI/DUID,CARELESS DRIVING,NON INTERSECTION,0.0,0.0,1
-104.84888408200001,39.7823789083,2,6,12,DRY,DAY LIGHT,DUI/DWAI/DUID,RECKLESS DRIVING,AT INTERSECTION,0.0,0.0,1
-104.91027602,39.6386175364,9,0,12,DRY,DAY LIGHT,DRIVER INEXPERIENCE,LANE VIOLATION,NON INTERSECTION,0.0,0.0,1
-104.96318759200001,39.735193610799996,1,2,17,DRY,DARK-LIGHTED,OTHER,OTHER,AT INTERSECTION,0.0,1.0,1
-104.950052877,39.74379155,6,0,15,DRY,DAY LIGHT,DUI/DWAI/DUID,CARELESS DRIVING,AT INTERSECTION,0.0,0.0,1
-104.940635896,39.7473901385,12,2,22,DRY,DARK-LIGHTED,DRIVER INEXPERIENCE,FAILED TO YIELD ROW,AT INTERSECTION,0.0,0.0,1
-104.990097441,39.7454460819,9,6,14,DRY,DAY LIGHT,AGGRESSIVE DRIVING,CARELESS DRIVING,AT INTERSECTION,0.0,0.0,1
-104.982724553,39.697341187199996,11,4,9,DRY,DAY LIGHT,OTHER,LANE VIOLATION,HIGHWAY INTERCHANGE,0.0,0.0,1
-104.892862011,39.7401529013,11,1,11,DRY,DAY LIGHT,DRIVER FATIGUE,CARELESS DRIVING,AT INTERSECTION,0.0,1.0,1
-105.006274167,39.7111826406,9,4,6,DRY,DAY LIGHT,DISTRACTED,FOLLOWED TOO CLOSELY,NON INTERSECTION,0.0,0.0,1
-105.053216676,39.692471706199996,7,2,18,DRY,DAY LIGHT,AGGRESSIVE DRIVING,EXCEED SAFE/POSTED SPEED,AT INTERSECTION,0.0,0.0,1
-105.013229294,39.725676534499996,3,6,13,DRY,DAY LIGHT,OTHER,FOLLOWED TOO CLOSELY,NON INTERSECTION,0.0,0.0,1
-105.001512137,39.713043081100004,9,5,18,DRY,DAY LIGHT,DUI/DWAI/DUID,CARELESS DRIVING,NON INTERSECTION,0.0,0.0,1
-104.94057074,39.7644735795,2,1,19,DRY,DARK-LIGHTED,OTHER,UNKOWN_DRIVER_ACTION,AT INTERSECTION,0.0,1.0,1
-104.88250447799999,39.7852640886,6,3,10,DRY,DAY LIGHT,DRIVER INEXPERIENCE,CARELESS DRIVING,AT INTERSECTION,0.0,0.0,1
-104.986131229,39.7368471267,3,5,6,DRY,DAY LIGHT,DISTRACTED,CARELESS DRIVING,AT INTERSECTION,0.0,0.0,1
-104.98702837,39.7323240861,9,5,2,DRY,DARK-LIGHTED,OTHER,UNKOWN_DRIVER_ACTION,NON INTERSECTION,0.0,1.0,1
-104.89665538,39.6530357319,7,2,6,DRY,DAY LIGHT,DRIVER INEXPERIENCE,CARELESS DRIVING,INTERSECTION RELATED,0.0,0.0,1
-105.025074501,39.7373511655,7,6,21,DRY,DAWN OR DUSK,OTHER,OTHER,NON INTERSECTION,0.0,1.0,1
-104.973265314,39.7464508351,3,6,14,DRY,DAY LIGHT,OTHER,FOLLOWED TOO CLOSELY,NON INTERSECTION,0.0,0.0,1
-104.959450832,39.684863351,7,1,0,DRY,DARK-LIGHTED,OTHER,UNKOWN_DRIVER_ACTION,NON INTERSECTION,0.0,1.0,1
-104.912704115,39.6688506759,2,0,17,DRY,DARK-LIGHTED,OTHER,OTHER,NON INTERSECTION,0.0,1.0,1
-105.027395515,39.6894689725,6,4,16,WET,DAY LIGHT,OTHER,FOLLOWED TOO CLOSELY,NON INTERSECTION,0.0,0.0,1
-105.03170910899999,39.7017522498,9,0,10,DRY,DAY LIGHT,DRIVER INEXPERIENCE,CARELESS DRIVING,PARKING LOT,0.0,1.0,1
-104.986252755,39.7241397691,3,5,8,DRY,DAY LIGHT,DRIVER UNFAMILIAR WITH AREA,DISREGARD STOP SIGN,AT INTERSECTION,0.0,0.0,1
-104.809696358,39.7858096208,12,5,22,DRY,DARK-LIGHTED,DUI/DWAI/DUID,CARELESS DRIVING,NON INTERSECTION,0.0,0.0,1
-104.86610890600001,39.667513245100004,8,0,7,DRY,DAY LIGHT,OTHER,FAILED TO YIELD ROW,AT INTERSECTION,0.0,0.0,1
-105.013966071,39.7404354071,9,6,21,DRY,DARK-LIGHTED,OTHER,RECKLESS DRIVING,NON INTERSECTION,0.0,0.0,1
-104.931625265,39.6906428271,7,2,4,DRY,DARK-LIGHTED,DUI/DWAI/DUID,RECKLESS DRIVING,NON INTERSECTION,0.0,1.0,1
-105.00014937200001,39.7257067927,7,5,10,DRY,DAY LIGHT,OTHER,RECKLESS DRIVING,NON INTERSECTION,0.0,0.0,1
-104.90321235399999,39.7306769561,6,4,20,DRY,DARK-LIGHTED,DUI/DWAI/DUID,CARELESS DRIVING,AT INTERSECTION,0.0,0.0,1
-104.903433086,39.7783002425,2,2,7,DRY,DAY LIGHT,OTHER,LANE VIOLATION,NON INTERSECTION,0.0,0.0,1
-104.96721916,39.7432336188,3,3,18,DRY,DAY LIGHT,OTHER,FAILED TO YIELD ROW,AT INTERSECTION,0.0,0.0,1
-105.025137461,39.725425967,12,2,21,DRY,DARK-LIGHTED,OTHER,OTHER,AT INTERSECTION,0.0,0.0,1
-104.940688974,39.7304794853,3,5,19,DRY,DARK-LIGHTED,OTHER,UNKOWN_DRIVER_ACTION,AT INTERSECTION,0.0,1.0,1
-104.996389521,39.7329135811,4,1,11,DRY,DAY LIGHT,DRIVER INEXPERIENCE,FAILED TO YIELD ROW,DRIVEWAY ACCESS RELATED,0.0,0.0,1
-105.015056372,39.729321569899994,1,5,16,DRY,DAWN OR DUSK,AGGRESSIVE DRIVING,EXCEED SAFE/POSTED SPEED,HIGHWAY INTERCHANGE,0.0,0.0,1
-105.053171046,39.7091272429,2,0,3,ICY,DARK-LIGHTED,OTHER,CARELESS DRIVING,NON INTERSECTION,0.0,0.0,1
-104.772122202,39.7983021313,1,5,16,DRY,DAWN OR DUSK,OTHER,FAILED TO YIELD ROW,AT INTERSECTION,0.0,0.0,1
-104.98581435700001,39.7514532898,8,0,11,DRY,DAY LIGHT,OTHER,OTHER,AT INTERSECTION,0.0,1.0,1
-105.013949052,39.7403255263,12,6,22,DRY,DARK-LIGHTED,DISTRACTED,CARELESS DRIVING,NON INTERSECTION,0.0,0.0,1
-104.99497053399999,39.7680165722,2,2,8,DRY,DAY LIGHT,ILLNESS/MEDICAL,CARELESS DRIVING,NON INTERSECTION,0.0,0.0,1
-104.94070442200001,39.7209616379,1,5,15,DRY,DAY LIGHT,DISTRACTED,CARELESS DRIVING,AT INTERSECTION,0.0,0.0,1
-104.833834548,39.7728675045,2,6,12,WET WITH VISIBLE ICY ROAD TREATMENT,DAY LIGHT,OTHER,OTHER,NON INTERSECTION,0.0,0.0,1
-104.95732569200001,39.7607361166,8,5,19,DRY,DARK-LIGHTED,DUI/DWAI/DUID,CARELESS DRIVING,NON INTERSECTION,0.0,0.0,1
-104.997901302,39.7367963646,6,2,23,DRY,DARK-LIGHTED,DUI/DWAI/DUID,CARELESS DRIVING,NON INTERSECTION,1.0,0.0,1
-104.93115181200001,39.7617710339,7,4,13,DRY,DAY LIGHT,OTHER,FAILED TO STOP AT SIGNAL,AT INTERSECTION,1.0,0.0,1
-105.02522598,39.787463357600004,2,0,19,DRY,DARK-LIGHTED,OTHER,UNKOWN_DRIVER_ACTION,NON INTERSECTION,0.0,1.0,1
-104.98098180299999,39.7551903318,10,2,14,WET,DAY LIGHT,DRIVER UNFAMILIAR WITH AREA,FAILED TO YIELD ROW,AT INTERSECTION,0.0,0.0,1
-105.000068069,39.7401081466,3,5,2,DRY,DAY LIGHT,OTHER,OTHER,AT INTERSECTION,0.0,0.0,1
-104.931564534,39.6634801463,3,5,19,DRY,DAWN OR DUSK,ILLNESS/MEDICAL,LANE VIOLATION,NON INTERSECTION,0.0,0.0,1
-104.997142578,39.7111933714,7,3,21,DRY,DARK-LIGHTED,AGGRESSIVE DRIVING,CARELESS DRIVING,AT INTERSECTION,0.0,0.0,1
-104.809696358,39.7858096208,5,5,21,DRY,DARK-LIGHTED,AGGRESSIVE DRIVING,FAILED TO YIELD ROW,DRIVEWAY ACCESS RELATED,0.0,0.0,1
-104.988103222,39.7550760214,3,5,12,DRY,DAY LIGHT,OTHER,UNKOWN_DRIVER_ACTION,AT INTERSECTION,0.0,1.0,1
-105.02500027399999,39.7120833401,6,4,23,DRY,DARK-LIGHTED,DRIVER INEXPERIENCE,EXCEED SAFE/POSTED SPEED,NON INTERSECTION,0.0,0.0,1
-104.973351042,39.758239353899995,7,6,16,DRY,DAY LIGHT,OTHER,OTHER,AT INTERSECTION,0.0,0.0,1
-104.94058434700001,39.7618766355,10,4,20,DRY,DARK-LIGHTED,AGGRESSIVE DRIVING,FAILED TO STOP AT SIGNAL,AT INTERSECTION,0.0,0.0,1
-105.013229294,39.725676534499996,11,0,8,DRY,DAY LIGHT,OTHER,LANE VIOLATION,NON INTERSECTION,0.0,0.0,1
-105.013358365,39.7255205877,1,0,13,DRY,DAY LIGHT,DISTRACTED,CARELESS DRIVING,NON INTERSECTION,0.0,0.0,1
-104.97309661,39.7400316464,11,2,17,WET,DARK-LIGHTED,OTHER,FAILED TO YIELD ROW,AT INTERSECTION,0.0,1.0,1
-104.973414395,39.6929705061,2,0,0,DRY,DARK-LIGHTED,DUI/DWAI/DUID,RECKLESS DRIVING,AT INTERSECTION,0.0,0.0,1
-104.906738123,39.6341412255,1,0,22,WET,DARK-LIGHTED,OTHER,LANE VIOLATION,HIGHWAY INTERCHANGE,0.0,0.0,1
-104.84694196,39.7773470833,7,4,0,DRY,DARK-LIGHTED,OTHER,CARELESS DRIVING,NON INTERSECTION,0.0,0.0,1
-105.047740963,39.6405887532,6,0,16,DRY,DAY LIGHT,AGGRESSIVE DRIVING,RECKLESS DRIVING,NON INTERSECTION,0.0,0.0,1
-104.94980818399999,39.7799673344,5,4,16,DRY,DAY LIGHT,DRIVER INEXPERIENCE,CARELESS DRIVING,NON INTERSECTION,0.0,0.0,1
-104.812273635,39.7904175098,7,5,0,WET,DARK-LIGHTED,AGGRESSIVE DRIVING,RECKLESS DRIVING,AT INTERSECTION,0.0,0.0,1
-105.025064735,39.6931080977,3,4,16,DRY,DAY LIGHT,DRIVER INEXPERIENCE,CARELESS DRIVING,NON INTERSECTION,0.0,0.0,1
-104.94068538200001,39.6800975349,4,4,5,WET,DAWN OR DUSK,OTHER,FAILED TO YIELD ROW,AT INTERSECTION,0.0,1.0,1
-104.96400898899999,39.7803238312,1,1,7,DRY WITH VISIBLE ICY ROAD TREATMENT,DAY LIGHT,EVADING LAW ENFORCEMENT OFFICER,RECKLESS DRIVING,NON INTERSECTION,0.0,0.0,1
-104.931658397,39.780018385300004,4,6,4,DRY,DARK-LIGHTED,ASLEEP AT THE WHEEL,CARELESS DRIVING,NON INTERSECTION,0.0,0.0,1
-104.891681402,39.7401550398,9,5,1,DRY,DARK-LIGHTED,OTHER,UNKOWN_DRIVER_ACTION,AT INTERSECTION,0.0,1.0,1
-104.938086379,39.7619882739,5,0,7,WET,DAY LIGHT,DISTRACTED,FAILED TO YIELD ROW,AT INTERSECTION,0.0,0.0,1
-104.900782505,39.7832858674,7,0,20,DRY,DAY LIGHT,OTHER,CARELESS DRIVING,NON INTERSECTION,0.0,0.0,1
-104.902537081,39.767377841700004,1,1,14,DRY,DAY LIGHT,OTHER,FAILED TO STOP AT SIGNAL,AT INTERSECTION,0.0,0.0,1
-105.05311401,39.6533449765,9,1,17,DRY,DAY LIGHT,DISTRACTED,CARELESS DRIVING,NON INTERSECTION,0.0,0.0,1
-104.989563048,39.7802671825,1,1,7,DRY,DAY LIGHT,OTHER,CARELESS DRIVING,HIGHWAY INTERCHANGE,0.0,0.0,1
-104.987135667,39.7195946831,8,4,8,DRY,DAY LIGHT,AGGRESSIVE DRIVING,CARELESS DRIVING,INTERSECTION RELATED,0.0,1.0,1
-104.97915521700001,39.7793980339,3,6,9,DRY,DAY LIGHT,AGGRESSIVE DRIVING,RECKLESS DRIVING,HIGHWAY INTERCHANGE,0.0,0.0,1
-105.051872837,39.7749315561,2,0,13,DRY,DAY LIGHT,DUI/DWAI/DUID,RECKLESS DRIVING,NON INTERSECTION,0.0,0.0,1
-105.034616469,39.7767505767,9,4,21,DRY,DARK-LIGHTED,DUI/DWAI/DUID,CARELESS DRIVING,AT INTERSECTION,0.0,0.0,1
-104.67381232,39.8492916519,2,2,8,WET,DAY LIGHT,DISTRACTED,CARELESS DRIVING,PARKING LOT,0.0,0.0,1
-104.95823991600001,39.7800613377,4,3,21,DRY,DARK-LIGHTED,AGGRESSIVE DRIVING,FAILED TO STOP AT SIGNAL,AT INTERSECTION,0.0,0.0,1
-104.98751534200001,39.6875723712,7,0,16,DRY,DAY LIGHT,DISTRACTED,CARELESS DRIVING,AT INTERSECTION,0.0,1.0,1
-105.01841819299999,39.710911789499995,4,6,1,DRY,DARK-LIGHTED,DUI/DWAI/DUID,CARELESS DRIVING,NON INTERSECTION,0.0,0.0,1
-105.03628199200001,39.6847137845,3,2,18,DRY,DAY LIGHT,DRIVER UNFAMILIAR WITH AREA,CARELESS DRIVING,NON INTERSECTION,0.0,0.0,1
-104.989194647,39.780043221599996,3,6,3,DRY,DARK-LIGHTED,DUI/DWAI/DUID,CARELESS DRIVING,HIGHWAY INTERCHANGE,0.0,0.0,1
-105.011241734,39.6930459657,6,6,18,DRY,DAY LIGHT,AGGRESSIVE DRIVING,RECKLESS DRIVING,NON INTERSECTION,0.0,0.0,1
-104.903317421,39.6802899367,5,1,15,DRY,DAY LIGHT,OTHER,UNKOWN_DRIVER_ACTION,INTERSECTION RELATED,0.0,1.0,1
-105.053274969,39.639767099400004,8,6,20,DRY,DARK-LIGHTED,AGGRESSIVE DRIVING,CARELESS DRIVING,AT INTERSECTION,0.0,0.0,1
-104.991537354,39.7322530639,2,5,11,DRY,DAY LIGHT,ILLNESS/MEDICAL,CARELESS DRIVING,NON INTERSECTION,0.0,0.0,1
-104.96586651700001,39.7611485368,3,2,21,DRY,DARK-LIGHTED,OTHER,CARELESS DRIVING,NON INTERSECTION,0.0,1.0,1
-104.933980089,39.6784456958,4,4,1,WET,DARK-LIGHTED,AGGRESSIVE DRIVING,EXCEED SAFE/POSTED SPEED,AT INTERSECTION,0.0,0.0,1
-105.047176908,39.6625356045,6,2,19,DRY,DAY LIGHT,DRIVER INEXPERIENCE,CARELESS DRIVING,NON INTERSECTION,0.0,0.0,1
-105.04679494700001,39.701350141700004,4,0,14,DRY,DAY LIGHT,DISTRACTED,CARELESS DRIVING,NON INTERSECTION,0.0,0.0,1
-105.025160982,39.660499535999996,8,4,14,DRY,DAY LIGHT,OTHER,FAILED TO YIELD ROW,AT INTERSECTION,0.0,0.0,1
-104.97229102799999,39.7185489593,7,5,1,DRY,DARK-LIGHTED,AGGRESSIVE DRIVING,CARELESS DRIVING,NON INTERSECTION,0.0,0.0,1
-104.918259283,39.6530787687,10,3,19,DRY,DARK-LIGHTED,DRIVER UNFAMILIAR WITH AREA,CARELESS DRIVING,HIGHWAY INTERCHANGE,0.0,1.0,1
